Fecha,ProvinciaId,Provincia,Casos,Casos7,Casos14
2021-06-15,A,Alicante,59,0,0
2021-06-16,A,Alicante,49,0,0
2021-06-17,A,Alicante,41,0,0
2021-06-18,A,Alicante,88,0,0
2021-06-19,A,Alicante,65,0,0
2021-06-20,A,Alicante,46,0,0
2021-06-21,A,Alicante,82,430,0
2021-06-22,A,Alicante,84,455,0
2021-06-23,A,Alicante,95,501,0
2021-06-24,A,Alicante,76,536,0
2021-06-25,A,Alicante,98,546,0
2021-06-26,A,Alicante,118,599,0
2021-06-27,A,Alicante,102,655,0
2021-06-28,A,Alicante,189,762,1192
2021-06-29,A,Alicante,207,885,1340
2021-06-30,A,Alicante,198,988,1489
2021-07-01,A,Alicante,200,1112,1648
2021-07-02,A,Alicante,256,1270,1816
2021-07-03,A,Alicante,191,1343,1942
2021-07-04,A,Alicante,204,1445,2100
2021-07-05,A,Alicante,344,1600,2362
2021-07-06,A,Alicante,350,1743,2628
2021-07-07,A,Alicante,434,1979,2967
2021-07-08,A,Alicante,395,2174,3286
2021-07-09,A,Alicante,471,2389,3659
2021-07-10,A,Alicante,445,2643,3986
2021-07-11,A,Alicante,451,2890,4335
2021-07-12,A,Alicante,679,3225,4825
2021-07-13,A,Alicante,754,3629,5372
2021-07-14,A,Alicante,706,3901,5880
2021-07-15,A,Alicante,659,4165,6339
2021-07-16,A,Alicante,745,4439,6828
2021-07-17,A,Alicante,612,4606,7249
2021-07-18,A,Alicante,597,4752,7642
2021-07-19,A,Alicante,927,5000,8225
2021-07-20,A,Alicante,968,5214,8843
2021-07-21,A,Alicante,893,5401,9302
2021-07-22,A,Alicante,906,5648,9813
2021-07-23,A,Alicante,892,5795,10234
2021-07-24,A,Alicante,724,5907,10513
2021-07-25,A,Alicante,650,5960,10712
2021-07-26,A,Alicante,1113,6146,11146
2021-07-27,A,Alicante,991,6169,11383
2021-07-28,A,Alicante,877,6153,11554
2021-07-29,A,Alicante,781,6028,11676
2021-07-30,A,Alicante,833,5969,11764
2021-07-31,A,Alicante,619,5864,11771
2021-06-15,AB,Albacete,14,0,0
2021-06-16,AB,Albacete,13,0,0
2021-06-17,AB,Albacete,15,0,0
2021-06-18,AB,Albacete,15,0,0
2021-06-19,AB,Albacete,12,0,0
2021-06-20,AB,Albacete,12,0,0
2021-06-21,AB,Albacete,11,92,0
2021-06-22,AB,Albacete,17,95,0
2021-06-23,AB,Albacete,25,107,0
2021-06-24,AB,Albacete,18,110,0
2021-06-25,AB,Albacete,18,113,0
2021-06-26,AB,Albacete,14,115,0
2021-06-27,AB,Albacete,14,117,0
2021-06-28,AB,Albacete,36,142,234
2021-06-29,AB,Albacete,23,148,243
2021-06-30,AB,Albacete,28,151,258
2021-07-01,AB,Albacete,28,161,271
2021-07-02,AB,Albacete,25,168,281
2021-07-03,AB,Albacete,25,179,294
2021-07-04,AB,Albacete,23,188,305
2021-07-05,AB,Albacete,51,203,345
2021-07-06,AB,Albacete,69,249,397
2021-07-07,AB,Albacete,66,287,438
2021-07-08,AB,Albacete,55,314,475
2021-07-09,AB,Albacete,85,374,542
2021-07-10,AB,Albacete,56,405,584
2021-07-11,AB,Albacete,87,469,657
2021-07-12,AB,Albacete,105,523,726
2021-07-13,AB,Albacete,135,589,838
2021-07-14,AB,Albacete,170,693,980
2021-07-15,AB,Albacete,171,809,1123
2021-07-16,AB,Albacete,210,934,1308
2021-07-17,AB,Albacete,150,1028,1433
2021-07-18,AB,Albacete,171,1112,1581
2021-07-19,AB,Albacete,205,1212,1735
2021-07-20,AB,Albacete,223,1300,1889
2021-07-21,AB,Albacete,237,1367,2060
2021-07-22,AB,Albacete,213,1409,2218
2021-07-23,AB,Albacete,227,1426,2360
2021-07-24,AB,Albacete,187,1463,2491
2021-07-25,AB,Albacete,155,1447,2559
2021-07-26,AB,Albacete,211,1453,2665
2021-07-27,AB,Albacete,223,1453,2753
2021-07-28,AB,Albacete,237,1453,2820
2021-07-29,AB,Albacete,205,1445,2854
2021-07-30,AB,Albacete,181,1399,2825
2021-07-31,AB,Albacete,148,1360,2823
2021-06-15,AL,Almería,50,0,0
2021-06-16,AL,Almería,44,0,0
2021-06-17,AL,Almería,39,0,0
2021-06-18,AL,Almería,27,0,0
2021-06-19,AL,Almería,26,0,0
2021-06-20,AL,Almería,37,0,0
2021-06-21,AL,Almería,43,266,0
2021-06-22,AL,Almería,43,259,0
2021-06-23,AL,Almería,41,256,0
2021-06-24,AL,Almería,46,263,0
2021-06-25,AL,Almería,54,290,0
2021-06-26,AL,Almería,47,311,0
2021-06-27,AL,Almería,29,303,0
2021-06-28,AL,Almería,60,320,586
2021-06-29,AL,Almería,77,354,613
2021-06-30,AL,Almería,81,394,650
2021-07-01,AL,Almería,102,450,713
2021-07-02,AL,Almería,91,487,777
2021-07-03,AL,Almería,102,542,853
2021-07-04,AL,Almería,80,593,896
2021-07-05,AL,Almería,86,619,939
2021-07-06,AL,Almería,100,642,996
2021-07-07,AL,Almería,141,702,1096
2021-07-08,AL,Almería,91,691,1141
2021-07-09,AL,Almería,106,706,1193
2021-07-10,AL,Almería,155,759,1301
2021-07-11,AL,Almería,113,792,1385
2021-07-12,AL,Almería,213,919,1538
2021-07-13,AL,Almería,246,1065,1707
2021-07-14,AL,Almería,224,1148,1850
2021-07-15,AL,Almería,239,1296,1987
2021-07-16,AL,Almería,254,1444,2150
2021-07-17,AL,Almería,261,1550,2309
2021-07-18,AL,Almería,213,1650,2442
2021-07-19,AL,Almería,345,1782,2701
2021-07-20,AL,Almería,460,1996,3061
2021-07-21,AL,Almería,299,2071,3219
2021-07-22,AL,Almería,317,2149,3445
2021-07-23,AL,Almería,349,2244,3688
2021-07-24,AL,Almería,290,2273,3823
2021-07-25,AL,Almería,224,2284,3934
2021-07-26,AL,Almería,289,2228,4010
2021-07-27,AL,Almería,349,2117,4113
2021-07-28,AL,Almería,377,2195,4266
2021-07-29,AL,Almería,323,2201,4350
2021-07-30,AL,Almería,347,2199,4443
2021-07-31,AL,Almería,322,2231,4504
2021-06-15,AS,Asturias,58,0,0
2021-06-16,AS,Asturias,57,0,0
2021-06-17,AS,Asturias,46,0,0
2021-06-18,AS,Asturias,36,0,0
2021-06-19,AS,Asturias,65,0,0
2021-06-20,AS,Asturias,63,0,0
2021-06-21,AS,Asturias,95,420,0
2021-06-22,AS,Asturias,54,416,0
2021-06-23,AS,Asturias,52,411,0
2021-06-24,AS,Asturias,47,412,0
2021-06-25,AS,Asturias,62,438,0
2021-06-26,AS,Asturias,137,510,0
2021-06-27,AS,Asturias,158,605,0
2021-06-28,AS,Asturias,226,736,1156
2021-06-29,AS,Asturias,316,998,1414
2021-06-30,AS,Asturias,280,1226,1637
2021-07-01,AS,Asturias,196,1375,1787
2021-07-02,AS,Asturias,323,1636,2074
2021-07-03,AS,Asturias,347,1846,2356
2021-07-04,AS,Asturias,424,2112,2717
2021-07-05,AS,Asturias,601,2487,3223
2021-07-06,AS,Asturias,531,2702,3700
2021-07-07,AS,Asturias,470,2892,4118
2021-07-08,AS,Asturias,474,3170,4545
2021-07-09,AS,Asturias,441,3288,4924
2021-07-10,AS,Asturias,549,3490,5336
2021-07-11,AS,Asturias,527,3593,5705
2021-07-12,AS,Asturias,576,3568,6055
2021-07-13,AS,Asturias,630,3667,6369
2021-07-14,AS,Asturias,419,3616,6508
2021-07-15,AS,Asturias,390,3532,6702
2021-07-16,AS,Asturias,472,3563,6851
2021-07-17,AS,Asturias,460,3474,6964
2021-07-18,AS,Asturias,426,3373,6966
2021-07-19,AS,Asturias,440,3237,6805
2021-07-20,AS,Asturias,602,3209,6876
2021-07-21,AS,Asturias,354,3144,6760
2021-07-22,AS,Asturias,267,3021,6553
2021-07-23,AS,Asturias,283,2832,6395
2021-07-24,AS,Asturias,324,2696,6170
2021-07-25,AS,Asturias,357,2627,6000
2021-07-26,AS,Asturias,370,2557,5794
2021-07-27,AS,Asturias,298,2253,5462
2021-07-28,AS,Asturias,242,2141,5285
2021-07-29,AS,Asturias,174,2048,5069
2021-07-30,AS,Asturias,194,1959,4791
2021-07-31,AS,Asturias,194,1829,4525
2021-06-15,AV,Ávila,14,0,0
2021-06-16,AV,Ávila,6,0,0
2021-06-17,AV,Ávila,7,0,0
2021-06-18,AV,Ávila,4,0,0
2021-06-19,AV,Ávila,2,0,0
2021-06-20,AV,Ávila,6,0,0
2021-06-21,AV,Ávila,5,44,0
2021-06-22,AV,Ávila,1,31,0
2021-06-23,AV,Ávila,2,27,0
2021-06-24,AV,Ávila,3,23,0
2021-06-25,AV,Ávila,2,21,0
2021-06-26,AV,Ávila,3,22,0
2021-06-27,AV,Ávila,7,23,0
2021-06-28,AV,Ávila,12,30,74
2021-06-29,AV,Ávila,11,40,71
2021-06-30,AV,Ávila,13,51,78
2021-07-01,AV,Ávila,16,64,87
2021-07-02,AV,Ávila,12,74,95
2021-07-03,AV,Ávila,6,77,99
2021-07-04,AV,Ávila,15,85,108
2021-07-05,AV,Ávila,27,100,130
2021-07-06,AV,Ávila,44,133,173
2021-07-07,AV,Ávila,50,170,221
2021-07-08,AV,Ávila,49,203,267
2021-07-09,AV,Ávila,73,264,338
2021-07-10,AV,Ávila,74,332,409
2021-07-11,AV,Ávila,47,364,449
2021-07-12,AV,Ávila,67,404,504
2021-07-13,AV,Ávila,73,433,566
2021-07-14,AV,Ávila,52,435,605
2021-07-15,AV,Ávila,60,446,649
2021-07-16,AV,Ávila,73,446,710
2021-07-17,AV,Ávila,70,442,774
2021-07-18,AV,Ávila,45,440,804
2021-07-19,AV,Ávila,74,447,851
2021-07-20,AV,Ávila,80,454,887
2021-07-21,AV,Ávila,68,470,905
2021-07-22,AV,Ávila,70,480,926
2021-07-23,AV,Ávila,63,470,916
2021-07-24,AV,Ávila,28,428,870
2021-07-25,AV,Ávila,54,437,877
2021-07-26,AV,Ávila,71,434,881
2021-07-27,AV,Ávila,73,427,881
2021-07-28,AV,Ávila,76,435,905
2021-07-29,AV,Ávila,56,421,901
2021-07-30,AV,Ávila,52,410,880
2021-07-31,AV,Ávila,41,423,851
2021-06-15,B,Barcelona,645,0,0
2021-06-16,B,Barcelona,626,0,0
2021-06-17,B,Barcelona,534,0,0
2021-06-18,B,Barcelona,629,0,0
2021-06-19,B,Barcelona,424,0,0
2021-06-20,B,Barcelona,476,0,0
2021-06-21,B,Barcelona,954,4288,0
2021-06-22,B,Barcelona,956,4599,0
2021-06-23,B,Barcelona,1048,5021,0
2021-06-24,B,Barcelona,822,5309,0
2021-06-25,B,Barcelona,1259,5939,0
2021-06-26,B,Barcelona,1621,7136,0
2021-06-27,B,Barcelona,2004,8664,0
2021-06-28,B,Barcelona,3408,11118,15406
2021-06-29,B,Barcelona,4687,14849,19448
2021-06-30,B,Barcelona,4592,18393,23414
2021-07-01,B,Barcelona,4266,21837,27146
2021-07-02,B,Barcelona,4393,24971,30910
2021-07-03,B,Barcelona,3669,27019,34155
2021-07-04,B,Barcelona,3325,28340,37004
2021-07-05,B,Barcelona,5291,30223,41341
2021-07-06,B,Barcelona,6246,31782,46631
2021-07-07,B,Barcelona,7538,34728,53121
2021-07-08,B,Barcelona,6422,36884,58721
2021-07-09,B,Barcelona,6754,39245,64216
2021-07-10,B,Barcelona,4453,40029,67048
2021-07-11,B,Barcelona,3744,40448,68788
2021-07-12,B,Barcelona,7980,43137,73360
2021-07-13,B,Barcelona,7454,44345,76127
2021-07-14,B,Barcelona,6517,43324,78052
2021-07-15,B,Barcelona,5577,42479,79363
2021-07-16,B,Barcelona,6148,41873,81118
2021-07-17,B,Barcelona,4017,41437,81466
2021-07-18,B,Barcelona,3508,41201,81649
2021-07-19,B,Barcelona,6804,40025,83162
2021-07-20,B,Barcelona,5747,38318,82663
2021-07-21,B,Barcelona,5058,36859,80183
2021-07-22,B,Barcelona,4535,35817,78296
2021-07-23,B,Barcelona,4206,33875,75748
2021-07-24,B,Barcelona,2735,32593,74030
2021-07-25,B,Barcelona,2372,31457,72658
2021-07-26,B,Barcelona,4264,28917,68942
2021-07-27,B,Barcelona,3862,27032,65350
2021-07-28,B,Barcelona,3054,25028,61887
2021-07-29,B,Barcelona,2571,23064,58881
2021-07-30,B,Barcelona,2580,21438,55313
2021-07-31,B,Barcelona,1642,20345,52938
2021-06-15,BA,Badajoz,44,0,0
2021-06-16,BA,Badajoz,37,0,0
2021-06-17,BA,Badajoz,28,0,0
2021-06-18,BA,Badajoz,35,0,0
2021-06-19,BA,Badajoz,44,0,0
2021-06-20,BA,Badajoz,21,0,0
2021-06-21,BA,Badajoz,26,235,0
2021-06-22,BA,Badajoz,38,229,0
2021-06-23,BA,Badajoz,33,225,0
2021-06-24,BA,Badajoz,38,235,0
2021-06-25,BA,Badajoz,44,244,0
2021-06-26,BA,Badajoz,64,264,0
2021-06-27,BA,Badajoz,50,293,0
2021-06-28,BA,Badajoz,88,355,590
2021-06-29,BA,Badajoz,98,415,644
2021-06-30,BA,Badajoz,124,506,731
2021-07-01,BA,Badajoz,109,577,812
2021-07-02,BA,Badajoz,108,641,885
2021-07-03,BA,Badajoz,97,674,938
2021-07-04,BA,Badajoz,94,718,1011
2021-07-05,BA,Badajoz,178,808,1163
2021-07-06,BA,Badajoz,179,889,1304
2021-07-07,BA,Badajoz,218,983,1489
2021-07-08,BA,Badajoz,199,1073,1650
2021-07-09,BA,Badajoz,210,1175,1816
2021-07-10,BA,Badajoz,194,1272,1946
2021-07-11,BA,Badajoz,152,1330,2048
2021-07-12,BA,Badajoz,260,1412,2220
2021-07-13,BA,Badajoz,291,1524,2413
2021-07-14,BA,Badajoz,316,1622,2605
2021-07-15,BA,Badajoz,307,1730,2803
2021-07-16,BA,Badajoz,284,1804,2979
2021-07-17,BA,Badajoz,291,1901,3173
2021-07-18,BA,Badajoz,292,2041,3371
2021-07-19,BA,Badajoz,349,2130,3542
2021-07-20,BA,Badajoz,415,2254,3778
2021-07-21,BA,Badajoz,364,2302,3924
2021-07-22,BA,Badajoz,370,2365,4095
2021-07-23,BA,Badajoz,358,2439,4243
2021-07-24,BA,Badajoz,257,2405,4306
2021-07-25,BA,Badajoz,262,2375,4416
2021-07-26,BA,Badajoz,368,2394,4524
2021-07-27,BA,Badajoz,352,2331,4585
2021-07-28,BA,Badajoz,315,2282,4584
2021-07-29,BA,Badajoz,260,2172,4537
2021-07-30,BA,Badajoz,268,2082,4521
2021-07-31,BA,Badajoz,250,2075,4480
2021-06-15,BI,Bizkaia,114,0,0
2021-06-16,BI,Bizkaia,100,0,0
2021-06-17,BI,Bizkaia,68,0,0
2021-06-18,BI,Bizkaia,87,0,0
2021-06-19,BI,Bizkaia,79,0,0
2021-06-20,BI,Bizkaia,83,0,0
2021-06-21,BI,Bizkaia,77,608,0
2021-06-22,BI,Bizkaia,97,591,0
2021-06-23,BI,Bizkaia,97,588,0
2021-06-24,BI,Bizkaia,78,598,0
2021-06-25,BI,Bizkaia,68,579,0
2021-06-26,BI,Bizkaia,132,632,0
2021-06-27,BI,Bizkaia,154,703,0
2021-06-28,BI,Bizkaia,173,799,1407
2021-06-29,BI,Bizkaia,175,877,1468
2021-06-30,BI,Bizkaia,162,942,1530
2021-07-01,BI,Bizkaia,181,1045,1643
2021-07-02,BI,Bizkaia,205,1182,1761
2021-07-03,BI,Bizkaia,217,1267,1899
2021-07-04,BI,Bizkaia,255,1368,2071
2021-07-05,BI,Bizkaia,298,1493,2292
2021-07-06,BI,Bizkaia,337,1655,2532
2021-07-07,BI,Bizkaia,304,1797,2739
2021-07-08,BI,Bizkaia,289,1905,2950
2021-07-09,BI,Bizkaia,387,2087,3269
2021-07-10,BI,Bizkaia,407,2277,3544
2021-07-11,BI,Bizkaia,467,2489,3857
2021-07-12,BI,Bizkaia,619,2810,4303
2021-07-13,BI,Bizkaia,520,2993,4648
2021-07-14,BI,Bizkaia,525,3214,5011
2021-07-15,BI,Bizkaia,520,3445,5350
2021-07-16,BI,Bizkaia,664,3722,5809
2021-07-17,BI,Bizkaia,826,4141,6418
2021-07-18,BI,Bizkaia,1007,4681,7170
2021-07-19,BI,Bizkaia,1007,5069,7879
2021-07-20,BI,Bizkaia,897,5446,8439
2021-07-21,BI,Bizkaia,697,5618,8832
2021-07-22,BI,Bizkaia,538,5636,9081
2021-07-23,BI,Bizkaia,653,5625,9347
2021-07-24,BI,Bizkaia,781,5580,9721
2021-07-25,BI,Bizkaia,744,5317,9998
2021-07-26,BI,Bizkaia,792,5102,10171
2021-07-27,BI,Bizkaia,664,4869,10315
2021-07-28,BI,Bizkaia,575,4747,10365
2021-07-29,BI,Bizkaia,484,4693,10329
2021-07-30,BI,Bizkaia,464,4504,10129
2021-07-31,BI,Bizkaia,567,4290,9870
2021-06-15,BU,Burgos,25,0,0
2021-06-16,BU,Burgos,19,0,0
2021-06-17,BU,Burgos,14,0,0
2021-06-18,BU,Burgos,17,0,0
2021-06-19,BU,Burgos,21,0,0
2021-06-20,BU,Burgos,13,0,0
2021-06-21,BU,Burgos,29,138,0
2021-06-22,BU,Burgos,27,140,0
2021-06-23,BU,Burgos,34,155,0
2021-06-24,BU,Burgos,27,168,0
2021-06-25,BU,Burgos,38,189,0
2021-06-26,BU,Burgos,39,207,0
2021-06-27,BU,Burgos,65,259,0
2021-06-28,BU,Burgos,77,307,445
2021-06-29,BU,Burgos,122,402,542
2021-06-30,BU,Burgos,150,518,673
2021-07-01,BU,Burgos,252,743,911
2021-07-02,BU,Burgos,360,1065,1254
2021-07-03,BU,Burgos,255,1281,1488
2021-07-04,BU,Burgos,317,1533,1792
2021-07-05,BU,Burgos,543,1999,2306
2021-07-06,BU,Burgos,609,2486,2888
2021-07-07,BU,Burgos,504,2840,3358
2021-07-08,BU,Burgos,404,2992,3735
2021-07-09,BU,Burgos,590,3222,4287
2021-07-10,BU,Burgos,409,3376,4657
2021-07-11,BU,Burgos,310,3369,4902
2021-07-12,BU,Burgos,538,3364,5363
2021-07-13,BU,Burgos,545,3300,5786
2021-07-14,BU,Burgos,413,3209,6049
2021-07-15,BU,Burgos,366,3171,6163
2021-07-16,BU,Burgos,388,2969,6191
2021-07-17,BU,Burgos,278,2838,6214
2021-07-18,BU,Burgos,213,2741,6110
2021-07-19,BU,Burgos,411,2614,5978
2021-07-20,BU,Burgos,338,2407,5707
2021-07-21,BU,Burgos,298,2292,5501
2021-07-22,BU,Burgos,258,2184,5355
2021-07-23,BU,Burgos,307,2103,5072
2021-07-24,BU,Burgos,232,2057,4895
2021-07-25,BU,Burgos,178,2022,4763
2021-07-26,BU,Burgos,283,1894,4508
2021-07-27,BU,Burgos,241,1797,4204
2021-07-28,BU,Burgos,203,1702,3994
2021-07-29,BU,Burgos,160,1604,3788
2021-07-30,BU,Burgos,197,1494,3597
2021-07-31,BU,Burgos,129,1391,3448
2021-06-15,CA,Cantabria,44,0,0
2021-06-16,CA,Cantabria,54,0,0
2021-06-17,CA,Cantabria,66,0,0
2021-06-18,CA,Cantabria,53,0,0
2021-06-19,CA,Cantabria,74,0,0
2021-06-20,CA,Cantabria,65,0,0
2021-06-21,CA,Cantabria,77,433,0
2021-06-22,CA,Cantabria,100,489,0
2021-06-23,CA,Cantabria,112,547,0
2021-06-24,CA,Cantabria,83,564,0
2021-06-25,CA,Cantabria,96,607,0
2021-06-26,CA,Cantabria,108,641,0
2021-06-27,CA,Cantabria,135,711,0
2021-06-28,CA,Cantabria,185,819,1252
2021-06-29,CA,Cantabria,214,933,1422
2021-06-30,CA,Cantabria,197,1018,1565
2021-07-01,CA,Cantabria,201,1136,1700
2021-07-02,CA,Cantabria,248,1288,1895
2021-07-03,CA,Cantabria,174,1354,1995
2021-07-04,CA,Cantabria,189,1408,2119
2021-07-05,CA,Cantabria,280,1503,2322
2021-07-06,CA,Cantabria,301,1590,2523
2021-07-07,CA,Cantabria,292,1685,2703
2021-07-08,CA,Cantabria,271,1755,2891
2021-07-09,CA,Cantabria,211,1718,3006
2021-07-10,CA,Cantabria,209,1753,3107
2021-07-11,CA,Cantabria,225,1789,3197
2021-07-12,CA,Cantabria,305,1814,3317
2021-07-13,CA,Cantabria,278,1791,3381
2021-07-14,CA,Cantabria,285,1784,3469
2021-07-15,CA,Cantabria,276,1789,3544
2021-07-16,CA,Cantabria,272,1850,3568
2021-07-17,CA,Cantabria,288,1929,3682
2021-07-18,CA,Cantabria,267,1971,3760
2021-07-19,CA,Cantabria,337,2003,3817
2021-07-20,CA,Cantabria,308,2033,3824
2021-07-21,CA,Cantabria,306,2054,3838
2021-07-22,CA,Cantabria,326,2104,3893
2021-07-23,CA,Cantabria,253,2085,3935
2021-07-24,CA,Cantabria,279,2076,4005
2021-07-25,CA,Cantabria,227,2036,4007
2021-07-26,CA,Cantabria,225,1924,3927
2021-07-27,CA,Cantabria,267,1883,3916
2021-07-28,CA,Cantabria,242,1819,3873
2021-07-29,CA,Cantabria,212,1705,3809
2021-07-30,CA,Cantabria,196,1648,3733
2021-07-31,CA,Cantabria,190,1559,3635
2021-06-15,CC,Cáceres,19,0,0
2021-06-16,CC,Cáceres,24,0,0
2021-06-17,CC,Cáceres,17,0,0
2021-06-18,CC,Cáceres,14,0,0
2021-06-19,CC,Cáceres,6,0,0
2021-06-20,CC,Cáceres,11,0,0
2021-06-21,CC,Cáceres,36,127,0
2021-06-22,CC,Cáceres,24,132,0
2021-06-23,CC,Cáceres,20,128,0
2021-06-24,CC,Cáceres,29,140,0
2021-06-25,CC,Cáceres,29,155,0
2021-06-26,CC,Cáceres,55,204,0
2021-06-27,CC,Cáceres,32,225,0
2021-06-28,CC,Cáceres,59,248,375
2021-06-29,CC,Cáceres,73,297,429
2021-06-30,CC,Cáceres,84,361,489
2021-07-01,CC,Cáceres,123,455,595
2021-07-02,CC,Cáceres,128,554,709
2021-07-03,CC,Cáceres,72,571,775
2021-07-04,CC,Cáceres,59,598,823
2021-07-05,CC,Cáceres,118,657,905
2021-07-06,CC,Cáceres,81,665,962
2021-07-07,CC,Cáceres,114,695,1056
2021-07-08,CC,Cáceres,94,666,1121
2021-07-09,CC,Cáceres,114,652,1206
2021-07-10,CC,Cáceres,81,661,1232
2021-07-11,CC,Cáceres,72,674,1272
2021-07-12,CC,Cáceres,107,663,1320
2021-07-13,CC,Cáceres,123,705,1370
2021-07-14,CC,Cáceres,143,734,1429
2021-07-15,CC,Cáceres,136,776,1442
2021-07-16,CC,Cáceres,126,788,1440
2021-07-17,CC,Cáceres,125,832,1493
2021-07-18,CC,Cáceres,102,862,1536
2021-07-19,CC,Cáceres,173,928,1591
2021-07-20,CC,Cáceres,184,989,1694
2021-07-21,CC,Cáceres,164,1010,1744
2021-07-22,CC,Cáceres,179,1053,1829
2021-07-23,CC,Cáceres,154,1081,1869
2021-07-24,CC,Cáceres,135,1091,1923
2021-07-25,CC,Cáceres,109,1098,1960
2021-07-26,CC,Cáceres,159,1084,2012
2021-07-27,CC,Cáceres,228,1128,2117
2021-07-28,CC,Cáceres,179,1143,2153
2021-07-29,CC,Cáceres,140,1104,2157
2021-07-30,CC,Cáceres,130,1080,2161
2021-07-31,CC,Cáceres,112,1057,2148
2021-06-15,CE,Ceuta,2,0,0
2021-06-16,CE,Ceuta,0,0,0
2021-06-17,CE,Ceuta,0,0,0
2021-06-18,CE,Ceuta,0,0,0
2021-06-19,CE,Ceuta,2,0,0
2021-06-20,CE,Ceuta,3,0,0
2021-06-21,CE,Ceuta,0,7,0
2021-06-22,CE,Ceuta,2,7,0
2021-06-23,CE,Ceuta,0,7,0
2021-06-24,CE,Ceuta,4,11,0
2021-06-25,CE,Ceuta,1,12,0
2021-06-26,CE,Ceuta,1,11,0
2021-06-27,CE,Ceuta,0,8,0
2021-06-28,CE,Ceuta,4,12,19
2021-06-29,CE,Ceuta,2,12,19
2021-06-30,CE,Ceuta,2,14,21
2021-07-01,CE,Ceuta,2,12,23
2021-07-02,CE,Ceuta,5,16,28
2021-07-03,CE,Ceuta,3,18,29
2021-07-04,CE,Ceuta,1,19,27
2021-07-05,CE,Ceuta,5,20,32
2021-07-06,CE,Ceuta,5,23,35
2021-07-07,CE,Ceuta,4,25,39
2021-07-08,CE,Ceuta,7,30,42
2021-07-09,CE,Ceuta,3,28,44
2021-07-10,CE,Ceuta,7,32,50
2021-07-11,CE,Ceuta,11,42,61
2021-07-12,CE,Ceuta,17,54,74
2021-07-13,CE,Ceuta,11,60,83
2021-07-14,CE,Ceuta,12,68,93
2021-07-15,CE,Ceuta,17,78,108
2021-07-16,CE,Ceuta,15,90,118
2021-07-17,CE,Ceuta,10,93,125
2021-07-18,CE,Ceuta,11,93,135
2021-07-19,CE,Ceuta,18,94,148
2021-07-20,CE,Ceuta,24,107,167
2021-07-21,CE,Ceuta,16,111,179
2021-07-22,CE,Ceuta,27,121,199
2021-07-23,CE,Ceuta,19,125,215
2021-07-24,CE,Ceuta,19,134,227
2021-07-25,CE,Ceuta,14,137,230
2021-07-26,CE,Ceuta,10,129,223
2021-07-27,CE,Ceuta,19,124,231
2021-07-28,CE,Ceuta,25,133,244
2021-07-29,CE,Ceuta,12,118,239
2021-07-30,CE,Ceuta,20,119,244
2021-07-31,CE,Ceuta,13,113,247
2021-06-15,CO,Córdoba,181,0,0
2021-06-16,CO,Córdoba,202,0,0
2021-06-17,CO,Córdoba,151,0,0
2021-06-18,CO,Córdoba,196,0,0
2021-06-19,CO,Córdoba,156,0,0
2021-06-20,CO,Córdoba,125,0,0
2021-06-21,CO,Córdoba,128,1139,0
2021-06-22,CO,Córdoba,160,1118,0
2021-06-23,CO,Córdoba,169,1085,0
2021-06-24,CO,Córdoba,109,1043,0
2021-06-25,CO,Córdoba,139,986,0
2021-06-26,CO,Córdoba,133,963,0
2021-06-27,CO,Córdoba,82,920,0
2021-06-28,CO,Córdoba,118,910,2049
2021-06-29,CO,Córdoba,197,947,2065
2021-06-30,CO,Córdoba,215,993,2078
2021-07-01,CO,Córdoba,227,1111,2154
2021-07-02,CO,Córdoba,204,1176,2162
2021-07-03,CO,Córdoba,169,1212,2175
2021-07-04,CO,Córdoba,160,1290,2210
2021-07-05,CO,Córdoba,249,1421,2331
2021-07-06,CO,Córdoba,235,1459,2406
2021-07-07,CO,Córdoba,240,1484,2477
2021-07-08,CO,Córdoba,200,1457,2568
2021-07-09,CO,Córdoba,240,1493,2669
2021-07-10,CO,Córdoba,222,1546,2758
2021-07-11,CO,Córdoba,190,1576,2866
2021-07-12,CO,Córdoba,286,1613,3034
2021-07-13,CO,Córdoba,329,1707,3166
2021-07-14,CO,Córdoba,351,1818,3302
2021-07-15,CO,Córdoba,325,1943,3400
2021-07-16,CO,Córdoba,342,2045,3538
2021-07-17,CO,Córdoba,300,2123,3669
2021-07-18,CO,Córdoba,268,2201,3777
2021-07-19,CO,Córdoba,391,2306,3919
2021-07-20,CO,Córdoba,536,2513,4220
2021-07-21,CO,Córdoba,501,2663,4481
2021-07-22,CO,Córdoba,361,2699,4642
2021-07-23,CO,Córdoba,377,2734,4779
2021-07-24,CO,Córdoba,344,2778,4901
2021-07-25,CO,Córdoba,242,2752,4953
2021-07-26,CO,Córdoba,318,2679,4985
2021-07-27,CO,Córdoba,406,2549,5062
2021-07-28,CO,Córdoba,348,2396,5059
2021-07-29,CO,Córdoba,345,2380,5079
2021-07-30,CO,Córdoba,316,2319,5053
2021-07-31,CO,Córdoba,251,2226,5004
2021-06-15,CR,Ciudad Real,34,0,0
2021-06-16,CR,Ciudad Real,19,0,0
2021-06-17,CR,Ciudad Real,25,0,0
2021-06-18,CR,Ciudad Real,39,0,0
2021-06-19,CR,Ciudad Real,9,0,0
2021-06-20,CR,Ciudad Real,20,0,0
2021-06-21,CR,Ciudad Real,20,166,0
2021-06-22,CR,Ciudad Real,20,152,0
2021-06-23,CR,Ciudad Real,15,148,0
